parent_seed,optimization_seed,phase,candidate_spec,epochs,best_epoch,best_validation_mse,final_validation_mse,final_train_loss,final_over_best_validation_ratio,elapsed_seconds
42,42,final,data_only,26,6,0.0345501131577925,0.0506774481860074,0.0089479667964007,1.4667809611667655,6.890683959
42,10042,cf_01,data_only,52,32,0.0224118464815933,0.0290534870814433,0.0061821750743772,1.2963450871977342,5.82058571799999
42,10143,cf_01,linear_increasing__scale_0.60,10,2,0.0439925246534094,0.0459088387742506,0.166800809647893,1.0435599942476292,1.3367024670000092
42,10144,cf_01,linear_increasing__scale_1.00,10,2,0.0303214556348007,0.036266200310361,0.1027330320516175,1.196057364368001,1.1777474490000088
42,10145,cf_01,linear_increasing__scale_1.60,9,1,0.02522661886384,0.0299073974643133,0.0593405273242858,1.1855491861885128,1.3356444270000054
42,10146,cf_01,progressively_increasing__scale_0.60,10,2,0.0293765732672362,0.0350239962603138,0.4227943480880597,1.19224240151169,1.6742630610000049
42,10147,cf_01,progressively_increasing__scale_1.00,10,2,0.0234850085942091,0.0340400459492101,0.2194712362841915,1.4494372362121954,1.211394409999997
42,10148,cf_01,progressively_increasing__scale_1.60,9,1,0.0208170403421452,0.0335908062690127,0.1277406334308835,1.613620654853915,1.0625285099999928
42,10149,cf_01,step_like__scale_0.60,10,2,0.0264527734402006,0.0327687284587758,2.3403321427212376,1.2387634337417628,1.1960914629999877
42,10150,cf_01,step_like__scale_1.00,9,1,0.0214802332684002,0.0320420455088657,1.1189038030028722,1.4916991407166464,1.233789379000001
42,10151,cf_01,step_like__scale_1.60,9,1,0.0204027010276254,0.0343463721528517,0.5184153015647105,1.6834228030076246,1.0769148609999777
42,10152,cf_01,gamma__scale_0.60,10,2,0.0296162641153926,0.034996505332204,1.9539463438881672,1.1816650876642845,1.177854085000007
42,10153,cf_01,gamma__scale_1.00,9,1,0.023982211551835,0.0322579662356756,0.9162335361181148,1.345078879233195,1.3797305009999832
42,10154,cf_01,gamma__scale_1.60,9,1,0.0205947303139002,0.0334316513179677,0.398866978251171,1.6233109542300417,1.40823184300001
42,20042,cf_02,data_only,37,17,0.0389589281643138,0.0489322826824086,0.006082470516882,1.255996635123816,5.395239214000014
42,20143,cf_02,linear_increasing__scale_0.60,9,1,0.0548074079707344,0.061415058406279,0.1351252346723205,1.1205612649858008,2.139495237999995
42,20144,cf_02,linear_increasing__scale_1.00,23,15,0.0371670015355482,0.0382126486875156,0.0728831967335746,1.0281337506058243,4.686426888
42,20145,cf_02,linear_increasing__scale_1.60,20,12,0.0324624732216411,0.0339323199369053,0.0458793012697137,1.0452783343163246,3.726976589000003
42,20146,cf_02,progressively_increasing__scale_0.60,35,27,0.0373952070022011,0.0379841455163802,0.2830128126324475,1.015749037413924,7.757415903999998
42,20147,cf_02,progressively_increasing__scale_1.00,19,11,0.0262843612681098,0.0291528548786346,0.1534118735607478,1.1091330917751872,3.478114277000003
42,20148,cf_02,progressively_increasing__scale_1.60,9,1,0.0352712410656526,0.041473790286059,0.1157730749593005,1.1758528771035075,1.6207421289999786
42,20149,cf_02,step_like__scale_0.60,25,17,0.0303117731675744,0.0306509248713121,1.2592005562470894,1.0111887780982902,6.375699718999982
42,20150,cf_02,step_like__scale_1.00,17,9,0.0298761683989336,0.0333421281314788,0.587085648668821,1.1160108514005067,3.066448288999993
42,20151,cf_02,step_like__scale_1.60,9,1,0.0382699348072317,0.0508449734213517,0.2957116287584537,1.3285879288130837,1.6230086859999917
42,20152,cf_02,gamma__scale_0.60,37,29,0.0370908114999373,0.0375479842252272,1.0906773455639849,1.0123257676713455,8.12158931099998
42,20153,cf_02,gamma__scale_1.00,18,10,0.0274338326989648,0.0300837328089749,0.488616042926459,1.0965924134293525,3.266461133000007
42,20154,cf_02,gamma__scale_1.60,9,1,0.0345618386957097,0.0394919415846228,0.2290006839098543,1.1426458508853896,1.6397526019999873
