parent_seed,model,outer_fold,fit_trajectories,calibration_trajectories,held_out_trajectories,threshold,calibration_feasible,calibration_macro_run_rmse,calibration_data_only_macro_run_rmse,calibration_mean_control_regret,calibration_mean_positive_control_regret,calibration_harm_rate,calibration_maximum_control_regret,calibration_coverage,held_out_macro_run_rmse,held_out_data_only_macro_run_rmse,held_out_mean_control_regret,held_out_mean_positive_control_regret,held_out_harm_rate,held_out_maximum_control_regret,held_out_coverage
3042,extra_trees_regret,3,48,16,16,0.0013863828555253472,True,0.17686797565418627,0.18527618103475457,-0.008408205380568301,0.0015916277323651026,0.0625,0.018387114161085127,0.7401247401247402,0.16396623442474695,0.15587838418426592,0.008087850240481044,0.010770138068506397,0.3125,0.04950172144207013,0.72778166550035
3042,extra_trees_regret,4,48,16,16,-0.026468879263229002,True,0.16684403370498269,0.1656370802928065,0.0012069534121762152,0.0020127943168784575,0.0625,0.023736672266195136,0.2108843537414966,0.1858380761490997,0.18527618103475457,0.0005618951143451321,0.0008285388670370309,0.0,0.009501193975615996,0.2130977130977131
4042,logistic_safe,0,48,16,16,0.4363636665025796,True,0.17021222169183015,0.18293447104280997,-0.012722249350979814,0.001800676261352116,0.0625,0.025045502591581566,0.7798334875115633,0.200186891716052,0.20268012144477637,-0.00249322972872437,0.005000802354031407,0.125,0.04168462349595652,0.6813031161473088
4042,logistic_safe,1,48,16,16,0.30720087278471436,True,0.1387841672192125,0.1399155983252018,-0.0011314311059893068,0.0025818668445471414,0.0625,0.018355317587334344,0.42,0.17761201421497702,0.18293447104280997,-0.005322456827832927,0.0021593154803450057,0.0625,0.028600013596560413,0.3829787234042553
4042,logistic_safe,2,48,16,16,0.05210686435414746,False,0.18255265266439558,0.18255265266439558,0.0,0.0,0.0,0.0,0.0,0.1399155983252018,0.1399155983252018,0.0,0.0,0.0,0.0,0.0
4042,logistic_safe,3,48,16,16,0.24455521956523157,True,0.16214771621496854,0.16746359654723741,-0.0053158803322688845,0.0007649416625044609,0.0,0.00563926360367098,0.3702517162471396,0.17549324631466148,0.18255265266439558,-0.007059406349734114,0.00012309520404727575,0.0,0.001875797047557165,0.21423728813559323
4042,logistic_safe,4,48,16,16,0.25995201043240135,True,0.19999533675759945,0.20268012144477637,-0.0026847846871769204,0.0015062432696381182,0.0625,0.01807977487227537,0.20113314447592068,0.166277360611987,0.16746359654723741,-0.0011862359352504109,0.002620901516716119,0.125,0.01755928124763874,0.2897025171624714
4042,extra_trees_safe,0,48,16,16,0.2375044025519708,True,0.18142794446287006,0.18293447104280997,-0.001506526579939901,0.0020155974200469218,0.0625,0.013867853016366338,0.150786308973173,0.2085690241516979,0.20268012144477637,0.005888902706921516,0.005888902706921516,0.125,0.06468534585752825,0.16005665722379603
4042,extra_trees_safe,1,48,16,16,0.18793364269324087,True,0.14083489953161588,0.1399155983252018,0.0009193012064140612,0.0009193012064140612,0.0,0.007706403932538755,0.05,0.18239244852266276,0.18293447104280997,-0.0005420225201472071,0.0004142193467710671,0.0,0.004021157052191665,0.08140610545790934
4042,extra_trees_safe,2,48,16,16,0.1728848076755032,True,0.18279642538908797,0.18255265266439558,0.00024377272469236575,0.00024631477769422334,0.0,0.0022664267794185178,0.05016949152542373,0.14047926803681837,0.1399155983252018,0.0005636697116165506,0.0005636697116165506,0.0,0.005771953732363125,0.03111111111111111
4042,extra_trees_safe,3,48,16,16,0.2433961244809624,True,0.1647992195820791,0.16746359654723741,-0.002664376965158334,0.0008938327440576469,0.0,0.004845866694464074,0.36018306636155606,0.1875729257429183,0.18255265266439558,0.005020273078522714,0.005308613243634772,0.125,0.046557087451219545,0.3545762711864407
4042,extra_trees_safe,4,48,16,16,0.23290776243282296,True,0.19792136710484237,0.20268012144477637,-0.00475875433993402,0.0015309936660197988,0.0625,0.013319512662055485,0.29036827195467424,0.16500718028975211,0.16746359654723741,-0.0024564162574852947,0.0001528042082820421,0.0,0.001093882740528379,0.11304347826086956
4042,extra_trees_regret,0,48,16,16,-0.10475328290061459,False,0.18293447104280997,0.18293447104280997,0.0,0.0,0.0,0.0,0.0,0.20268012144477637,0.20268012144477637,0.0,0.0,0.0,0.0,0.0
4042,extra_trees_regret,1,48,16,16,-0.013214892024693873,True,0.13573625465995476,0.1399155983252018,-0.004179343665247083,0.001525408829799982,0.0625,0.012593992550612831,0.5011111111111111,0.18600341803142004,0.18293447104280997,0.0030689469886100856,0.015060443809595694,0.3125,0.084635047566393,0.6401480111008325
4042,extra_trees_regret,2,48,16,16,-0.03557638573152526,True,0.18010755837681303,0.18255265266439558,-0.0024450942875825672,0.00027001144715907595,0.0,0.0028407995965103183,0.12,0.13903815184783191,0.1399155983252018,-0.0008774464773699149,0.0006234613423482076,0.0,0.009133306872882385,0.03666666666666667
4042,extra_trees_regret,3,48,16,16,-0.030214716953304317,True,0.16304856368448023,0.16746359654723741,-0.004415032862757186,1.5580267769266243e-06,0.0,2.492842843082599e-05,0.1102974828375286,0.18408298569950848,0.18255265266439558,0.0015303330351128935,0.004689614570543813,0.1875,0.0261385115623068,0.33491525423728813
4042,extra_trees_regret,4,48,16,16,-0.0237764353539029,True,0.20102131382696287,0.20268012144477637,-0.0016588076178135273,0.002699157243845248,0.0625,0.032861753419428895,0.43059490084985835,0.16371876795898643,0.16746359654723741,-0.003744828588251003,0.0009308312995612161,0.0,0.008330332454632772,0.4068649885583524
