true_family,units,safe_fraction,auroc,auprc
gamma,240,0.48333333333333334,0.5115406006674083,0.4531298753034498
linear_increasing,240,0.5916666666666667,0.34507042253521125,0.47734670602322693
progressively_increasing,240,0.5833333333333334,0.6177142857142857,0.6840401467686732
step_like,240,0.6083333333333333,0.7393617021276597,0.8380632691053163
